length (normalized)	length	max-depth	avg-depth	sent
0.2571	9	3.0000	1.5556	stokes equations were the ultimate target of developers .
0.8857	31	7.0000	3.0000	john made his philly debut at this time along with geoff fox , paul cassidy , loren owens , mike landry , rick harris and bobby `` dashboard '' dark .
0.5143	18	7.0000	3.0556	decompression ( altitude ) refers to the reduction in ambient pressure due to ascent above sea level .
0.6286	22	9.0000	5.0000	there is a story about hiding the precious metals and jewels beneath earth , where the temple have the secret way .
0.4857	17	6.0000	2.9412	buddhism was quickly adopted by the citizens who quickly built many buddhist temples in the area .
0.6000	21	4.0000	2.0000	in retrospect , we can see that the lorentz transformations are simply hyperbolic rotations , as explicitly noted by minkowski .
0.2571	9	2.0000	1.2222	in wartime clan macwhirter generally sailed in convoy .
0.8857	31	6.0000	2.6774	dutch , the cultural practice of face avoidance in japanese people may have an effect on the mcgurk effect , as well as tone and syllabic structures of the language .
0.2286	8	3.0000	1.5000	nabe and the american federation of teachers .
0.6571	23	9.0000	4.6087	thermal condition in nests of varying clutch sizes of the green turtle ( chelonia mydas ) in redang island , terengganu p .
0.2000	7	3.0000	1.4286	española and then latinised to hispaniola .
0.8571	30	7.0000	3.1333	in the traditional catholic liturgies at the liturgical hour of prime , sung christmas eve morning , the christmas proclamation is chanted at the start of the martyrology reading .
0.3714	13	3.0000	1.5385	i think i was avoiding repetition , but removed the other case !
0.6286	22	5.0000	2.4545	awesome also engaged in an on-and-off feud with kevin nash , as well as feuding with diamond dallas page and kanyon .
0.7143	25	5.0000	2.2800	rather than crushing him , however , joshua is heated to continue his path , if only to spite his fallen idol 's words .
0.2571	9	2.0000	1.1111	you can find it at orthodoxy in latvia .
0.4000	14	8.0000	3.5000	derek to scare roxy mitchell into giving jack branning custody over their daughter .
0.5429	19	5.0000	2.4211	fc sion were not awarded a license for the 2003-04 season resulted in an extra team being promoted .
0.7429	26	11.0000	4.3077	as surfaces are worn by work due to friction , fit and surface finish of an object may degrade until it no longer functions properly .
0.3143	11	5.0000	2.3636	teachers socialize children through their positions as teachers and advisers .
0.9429	33	9.0000	3.7879	which is possible , but of course that does n't take into account the bolstering sun-protection industry which will allow such humans to succeed like the others in our uv-filled posthuman future .
0.6571	23	6.0000	2.8261	although reserves of the dictyonema argillite surpass those of kukersite , its quality is poor as a source for the energy production .
0.8571	30	7.0000	2.6667	thirdly , it is objected that in order to deduce the conditioned , cousin makes his absolute a relative ; for he makes it an absolute cause , i .
0.5714	20	7.0000	3.5500	arcane magic is used through books , which can create various magical effects , some more powerful than others .
0.3714	13	4.0000	1.8462	all character classes may earn points in battle sense and light weapons .
0.4000	14	4.0000	1.7143	the remaining units have now been refurbished and repainted into first scotrail livery .
0.2000	7	3.0000	1.4286	markus wasmeier of germany by 0 .
0.3143	11	5.0000	2.4545	find or fix a stub for ways to locate stubs .
0.5143	18	5.0000	2.5000	there has been interest in starting another junior banjo band , with a new generation of students .
0.2857	10	2.0000	1.3000	the new jews , tyndale house publishers , inc .
0.5429	19	4.0000	2.0526	considered as a divine sign , a huge deer appeared and showed were could the army pass across .
0.5143	18	4.0000	2.2222	the competition was run on a regional basis , with 18 regional associations holding separate qualification rounds .
0.4857	17	4.0000	1.9412	he was a three-year starter at beverly hills high and played both offensive and defensive tackle .
0.2286	8	2.0000	1.1250	ok , i completed the change proposed .
0.6000	21	4.0000	2.6190	here she meets bogz , a rich , happy-go-lucky and a certified playboy and andy , a quite mysterious guy .
0.6857	24	8.0000	3.8333	the firm traces its history to 1939 , when eric warburg of the warburg banking family founded a company under the name e .
0.2571	9	3.0000	1.5556	i asked if he could make a head .
0.5714	20	6.0000	2.4500	the fleur-de-lis has been associated with france as louis vii adopted it as a symbol in the 12th century .
0.3714	13	4.0000	2.0000	marilyn lloyd democratic 1974 retiredrepublican gain zach wamp ( r ) 52 .
0.4571	16	6.0000	2.6875	application technology provides automated paint application , sealing , and glueing with its robot technologies .
0.2857	10	4.0000	2.0000	written for the two of them by mason williams .
0.8000	28	7.0000	3.0000	all russ consider the demands of freight transport , but the freight rus looks at the implications of major freight flows for great britain as a whole .
0.6857	24	4.0000	1.7083	these templates , when added to an article , are generally kept in place , even if an edit war is taking place .
0.9143	32	7.0000	2.7812	in 1940 , kim 's father came under a great deal of political pressure from the japanese police , and the family were forced to leave kyungsung and return to sinch'ŏn .
0.6286	22	4.0000	2.3182	mont orohena ] ] on [ [ tahiti ] ] is the highest peak of [ [ french polynesia ] ] .
0.3429	12	3.0000	1.2500	overnight ) 188 british bombers attack berlin , with poor accuracy .
0.5143	18	5.0000	2.3333	april and her brother aden had already begun shooting some introductory scenes with her own sony handi-cam .
0.8286	29	7.0000	3.2069	the minister for the environment and water resources is head of the ministry of the environment and water resources , and a member of the cabinet of singapore .
0.5429	19	3.0000	1.5263	i deliberately did not suggest what the limit should be , and will neither confirm nor deny guesses .
0.2857	10	4.0000	2.0000	there were a large number of cabins and out-buildings .
0.8286	29	8.0000	4.2069	an early running joke was that marge considers flanders to be a perfect neighbor and usually sides with him instead of her husband , which always enrages homer .
0.5714	20	7.0000	3.5000	the first sino-japanese war occurred in 1895 , which many of the missionaries thought would halt all their work .
0.4000	14	5.0000	2.0000	wolfgang amadeus mozart 's 17 extant settings of the ordinary of the mass .
0.5429	19	5.0000	2.0000	in 1986 , the samuel goldwyn company released the biopic sid and nancy , directed by alex cox .
0.4286	15	4.0000	1.9333	no offence , joe , but this reminds me of a certain pbf cartoon .
0.4857	17	4.0000	1.9412	in the 18th century , the abbasi nawabs annexed uchch into the princely state of bahawalpur .
0.3143	11	4.0000	1.6364	delete - this fails the first test of this list .
0.6286	22	7.0000	3.3636	the festival was founded in 1965 by conductor paul wolfe who remained director of the festival through the summer of 2006 .
0.6286	22	5.0000	2.2273	december 8 , 1997 ) , better known as bob bell , was famous for his alter-ego , bozo the clown .
0.3143	11	3.0000	1.6364	the only google hits for `` astrovan '' were unrelated .
0.8286	29	7.0000	3.0345	it was raised at coventry , and was originally titled as the gentlemen of coventry 's regiment of foot , being retitled the 129th a few days later .
0.8286	29	5.0000	2.3793	sie ist mit der chinesischen küche verwandt , jedoch hat vietnam eine eigene kochtradition , die viele gerichte hervorgebracht hat , die es in anderen ländern nicht gibt .
0.4571	16	6.0000	2.5000	louis arsenal on april 29 and began sending most of its munitions safely to illinois .
0.6000	21	6.0000	2.4762	knight 's cross of the iron cross on 23 march 1945 as major der reserve and commander of the ii .
0.4286	15	5.0000	2.4667	many of the au sections are being remapped as part of the clarity project .
0.9429	33	8.0000	3.7576	in the second half of the 1960s , the shaws inaugurated a new generation of more intense , less fantastical wuxia films with glossier production values , acrobatic moves and stronger violence .
0.6857	24	6.0000	2.9167	they say that ejaculation in this way reduces `` origin qi '' from dantian , the energy center located in the lower abdomen .
0.6857	24	9.0000	4.8750	the album sold over 500 , 000 copies in the united states and dvd sold over 200 , 000 copies in united states .
0.6286	22	6.0000	3.1818	he appeared in six games for the 1935 brooklyn dodgers and in 32 contests for the 1943 philadelphia athletics , hitting .
0.6286	22	5.0000	2.3636	his father , michael nester , is a truck driver and member of the teamsters labor union from tucson , arizona .
0.2857	10	4.0000	1.7000	the station was granted planning permission in october 2009 .
0.4000	14	4.0000	2.0714	you know what , thinking about it , this is kind of silly .
0.6571	23	7.0000	3.1304	mcmanus and harvey were convicted and fined for contempt of court when they refused to reveal confidential sources for their investigative journalism .
0.7714	27	6.0000	2.3333	to see the canyon , one must contact either the navy base , or join a scheduled tour offered by maturango museum in ridgecrest , california .
0.4857	17	4.0000	1.8824	both the versions of t and fta were hugely successful and are still widely found today .
0.6000	21	4.0000	1.9048	his wife , lída , received only her husband 's two pipes and tobacco and was discharged from a prison .
0.5429	19	5.0000	2.4737	it has been so for over 40 years on carrier current , cable radio , and internet radio .
0.8571	30	7.0000	2.9000	stood well , by right of birth , in what has been called lead generation literature in euskadi from the 70s , uniquely marked by political and social tension .
0.3429	12	4.0000	1.5833	yes , clearly this was a brain fart on my part .
0.6286	22	4.0000	1.9545	beginning with the 2012-13 academic year , william peace will sponsor men 's sports in basketball , cross country and golf .
0.4857	17	5.0000	2.3529	as the players headed down the court , holloway started yelling at uc 's ge'lawn guyn .
